"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Utility knife","

        Knife used in plaiting.

              ","EAP117/1/1/1","1 Tiff image","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"2","Knife","

        Ceremonial knife worn as part of the traditional attire.

              ","EAP117/1/1/2","10 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"3","Cupu Vessel","

        Container for serving the ingredients used in betel-chewing (i.e. areca nut, betel leaves, slaked lime, the optional ingredients tobacco, cloves, and gambir, and the areca nut cutter called kacip).

              ","EAP117/1/1/3","5 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"4","Genta Bowl [after 1500]","

        Dishware used for decorative purposes.

              ","EAP117/1/1/4","8 Tiff images","Artefact","File","NA","NA","after 1500","Access is for research purposes only","NA"
"5","Bowl [Klasik]","

        Bowl for serving food.

              ","EAP117/1/1/5","6 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"6","Deer Horn","

        Fossilised horn of a deer, used as food container.

              ","EAP117/1/1/6","5 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"7","Plate [Klasik]","

        Fragment of a Song dynasty plate (961–1279 CE), Ceremonial item of unknown function.

              ","EAP117/1/1/7","3 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"8","Elephant Tooth","

        Fossil, used as plate for serving food.

              ","EAP117/1/1/8","8 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"9","Plate [Klasik]","

        Dishware.

              ","EAP117/1/1/9","4 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"10","Rekuk Stone","

        Natural stone, fragment of a plate for serving food.

              ","EAP117/1/1/10","5 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"11","Elephant Tooth","

        Fossil, ceremonial item of unknown function.

              ","EAP117/1/1/11","7 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"12","Cup Fragments [Klasik]","

        Fragment of a Chinese Cup.

              ","EAP117/1/1/12","3 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"13","Bowl Fragments [Klasik]","

        Fragment of a Chinese bowl for serving liquids.

              ","EAP117/1/1/13","3 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"14","Fire stone","

        Bowl for serving food.

              ","EAP117/1/1/14","5 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"15","Pottery sherds","

        This item is said to be a firestone, yet the composition of the stone makes it rather unlikely that it would produce sparks.

              ","EAP117/1/1/15","4 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"16","Labu (Calabash)","

        Pottery sherds from a variety of sites in the Residency Kerinci. The original function of the sherds has not yet been established.

              ","EAP117/1/1/16","5 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"17","Labu (Calabash)","

        Water container.

              ","EAP117/1/1/17","3 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"18","Bamboo Charm","

        Amulet.

              ","EAP117/1/1/18","5 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"19","Labu (Calabash)","

        Kitchen utensil.

              ","EAP117/1/1/19","8 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"20","Lime Stone","

        Natural stone used as water container.

              ","EAP117/1/1/20","3 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"21","Bakul (Basket)","

        Kitchen utensil used for rinsing rice.

              ","EAP117/1/1/21","5 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
"22","Pottery sherds","

        Pottery sherds from Sungai Angat, Kerinci. The original function of the sherds has not yet been established.

              ","EAP117/1/1/22","3 Tiff images","Artefact","File","NA","NA","14th century-20th century","Access is for research purposes only","NA"
