"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Jñānmodak","        Digital images of Jñānmodak. Date: undated. Author: Gosavinandan. Comment: complete, 21 Adhyayas. Extent and format: ink on paper, 93 folios, 6 x 10 inches, 11 lines per page.                                                          View images from this file (98)                                    ","EAP248/1/1","98 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP248/EAP248_1_1/294.jp2/full/!600,300/0/default.jpg"
"2","Mahābhārat (Karṇaparva)","        Digital images of Mahābhārat (Karṇaparva). Date: undated. Author: Muktesvar. Comment: Karnaparve. This manuscript is identified under the old Anandashram system as 4462.. Extent and format: ink on paper, 115 folios, 8 x 12 inches, 11 lines per page.                                                          View images from this file (119)                                    ","EAP248/1/2","119 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP248/EAP248_1_2/392.jp2/full/!600,300/0/default.jpg"
"3","""Saptaśatī (Marathi Bhāṣya, prose)""","        Digital images of Saptaśatī (Marathi Bhāṣya, prose). Date: undated. Author: no name. Comment: Identified under the old Anandashram system as 11314, daftar 928.. Extent and format: ink on paper, 65 folios, 34 x 13 cms., 7 lines per page.                                                          View images from this file (70)                                    ","EAP248/1/3","70 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP248/EAP248_1_3/511.jp2/full/!600,300/0/default.jpg"
"4","""Mahābhārat (Ādiparva) [Śake 1708, Śrāvaṇ Śuddha 2]""","        Digital images of Mahābhārat (Ādiparva). Date: Sake 1708, Srava? Suddha 2. Author: Muktesvar. Comment: 7098 shlokas, ms. written in Bijapur. This manuscript is identified under the Manjul 2009 system as M12-113. Extent and format: ink on paper, 516 folios, 5 x 12 inches, 8-10 lines per page.                                                          View images from this file (512)                                    ","EAP248/1/4","523 TIFF images","Manuscript","File","Marathi","Devanagari","1786","Access is for research purposes only","https://images.eap.bl.uk/EAP248/EAP248_1_4/42.jp2/full/!600,300/0/default.jpg"
"5","Mahābhārat (Virāṭparva)","        Digital images of Mahābhārat (Virāṭparva). Date: undated. Author: Muktesvar. Comment: Adhyay 1-8. This manuscript is identified under the Manjul 2009 system as M14-139, and under the old Anandashram system as 2758.. Extent and format: ink on paper, 105 folios, 5 x 12 cms., 9-10 lines per page.              ","EAP248/1/5","109 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"6","Dvārkāvijay","        Digital images of Dvārkāvijay. Date: undated. Author: Vāman Paṇḍit. Comment: This manuscript is identified under the Manjul 2009 system as M7-70, and under the old Anandashram system as 11087, daftar 904.. Extent and format: ink on paper, 26 folios, 15 x 30 cms., 10 lines per page.              ","EAP248/1/6","28 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"7","Citsudhā","        Digital images of Citsudhā. Date: undated. Author: Mukunda. Comment: 43 ovis. This manuscript is identified under the Manjul 2009 system as M6-54, and under the old Anandashram system as 10203, daftar 822.S4. Extent and format: ink on paper, 4 folios, 29 x 13 cms., 9 lines per page.              ","EAP248/1/7","6 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"8","Caramagurumañjirī","        Digital images of Caramagurumañjirī. Date: undated. Author: Vāman Paṇḍit. Comment: incomplete, only 9-10 folios; last page in a different hand. This manuscript is identified under the Manjul 2009 system as M6-53, and under the old Anandashram system as 11098, daftar 904. Extent and format: ink on paper, 14 folios, 26 x 44 cms., 10 lines per page.              ","EAP248/1/8","16 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"9","Bodhsāgar [Śake 1793]","        Digital images of Bodhsāgar. Date: Sake 1793. Author: Nārāyaṇa. Comment: This manuscript is identified under the Manjul 2009 system as M5-48, and under the old Anandashram system as 2724.. Extent and format: ink on paper, 21 folios, 5 x 10 inches, 6 lines per page.              ","EAP248/1/9","23 TIFF images","Manuscript","File","Marathi","Devanagari","1871","Access is for research purposes only","NA"
"10","Bodhsāgar","        Digital images of Bodhsāgar. Date: undated. Author: Nārāyaṇa. Comment: complete. This manuscript is identified under the Manjul 2009 system as M5-47, and under the old Anandashram system as 7765.. Extent and format: ink on paper, 16 folios, 4 x 6 inches, 20 lines per page.              ","EAP248/1/10","17 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"11","Bhīmopadeś","        Digital images of Bhīmopadeś. Date: undated. Author: Meru Ananta. Comment: incomplete, Surya 3. This manuscript is identified under the Manjul 2009 system as M5-45, and under the old Anandashram system as 107571, daftar 876.. Extent and format: ink on paper, 38 folios, 12 x 5 inches, 10-11 lines per page.              ","EAP248/1/11","40 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"12","Bhīmopadeś","        Digital images of Bhīmopadeś. Date: undated. Author: Meru Ananta. Comment: Surya 2, missing folios 15, 19, 20. This manuscript is identified under the Manjul 2009 system as M5-46, and under the old Anandashram system as 10756, daftar 876.. Extent and format: ink on paper, 47 folios, 8 x 12 inches, 9 lines per page.              ","EAP248/1/12","47 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"13","Bhaktīsār","        Digital images of Bhaktīsār. Date: undated. Author: Vāman Paṇḍit. Comment: incomplete, first folio missing. This manuscript is identified under the Manjul 2009 system as M4-36, and under the old Anandashram system as 8849, daftar 609.. Extent and format: ink on paper, 5 folios, 4 x 6 inches, 9 lines per page.              ","EAP248/1/13","7 TIFF images","Manuscript","File","Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
"14","Aparokṣānubhūtī (with Marathi Samaślokī)","        Digital images of Aparokṣānubhūtī (with Marathi Samaślokī). Date: undated. Author: Vaman Pa??it. Comment: This manuscript is identified under the Manjul 2009 system as M2-16, and under the old Anandashram system as 11623, daftar 961.. Extent and format: ink on paper, 16 folios, 30 x 14 cms., 9 lines per page.              ","EAP248/1/14","18 TIFF images","Manuscript","File","Sanskrit, Marathi","Devanagari","16th century-20th century","Access is for research purposes only","NA"
