"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Archives administratives des Établissements français de l'Inde: contenant les lois, ordonnances, règlemens, et toutes autres publications faites par ordre du gouvernement""Archives administratives des...","        Missing pages: half-title and title pages. This volume contains notification nos. 1 to 49. Some of the topics covered are: creation of a health commission; creation of an ""administration de bienfaisance"", i.e. a welfare/relief management; rules regarding port services and lighterage charges; rules for sanitary officers; organisation of police services; rules for the sale of commodities that have been ""tax farmed"" (i.e. leased out by the Government.) such as arrack, betel, tobacco, salt etc.; price of bread; rules for fishing, rules for legal counsels, for the registration of births and marriages etc. 1 volume containing 6 issues and index; 129 pages plus 5 index pages. Dimensions: 19 x 12.5 cm.                                                          View images from this file (152)                                    ","EAP191/1/1/1","152 TIFF images; 8.55 GB","Periodical","File","French","Latin","1823-1825","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Archives administratives des Établissements français de l’Inde: contenant les lois, ordonnances, règlemens, et toutes autres publications faites par ordre du gouvernement""Archives administratives des...","        Missing pages: 103-106. This volume contains notification nos. 1 to 48. Some of the topics covered are: installation of Vicomte Desbassayns de Richemont as interim administrator general of French India; agreement with the Mahanattar caste on the sale of their agriculture produce and later the annulment of that agreement; prohibition for natives of all castes to wear the dress of the 'topas' i.e. people born of mixed marriages; conditions for enrolment in the cipahis corps; reorganisation of the administration of the welfare associations; creation of 'ateliers de charité' (charity workshops); abolition of vagrancy and begging; establishment of police posts in Pondicherry; farming in perpetuity on agricultural lands in Pondicherry, Villenour and Bahour; contracts between manufacturers and cultivators of indigo; establishment of a central market place in Pondicherry; establishment of a Royal College in Pondicherry; direct and indirect taxes and other nominations and promotions. 1 volume containing 6 issues and indices; 213 pages plus 15 index pages. Dimensions: 17 x 12 cm.                                                          View images from this file (240)                                    ","EAP191/1/1/2","240 TIFF images; 16.4 GB","Periodical","File","French","Latin","1826","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Archives administratives des Établissements français de l’Inde: contenant les lois, ordonnances, règlemens, et toutes autres publications faites par ordre du gouvernement Issues 7 to 14, 1827","        Missing pages: half-title and title pages, and pages 5-6 (digitised from another copy and inserted at the end of the main run). This volume contains notification nos. 49 to 114. Some of the topics covered are: welfare schemes such as the creation of a free school for locals and a ""Mount of Piety"" for the needy; creation of a public library in Pondicherry; extension of the canal separating the white and black towns in Pondicherry; creation of a promenade called Cours Chabrol on the beach front in Pondicherry; interim administrator general of French India Vicomte Desbassayns de Richemont appointed as the administrator general of French India; creation of a consultative committee of Indian jurisprudence; guidelines for a cadastral survey of Pondicherry; punishments for those engaging in the trade of slaves known as ""La Traite des noirs"" etc. Also includes ordinances relating to fiscal matters, to the police and judiciary, nominations and promotions, retirement benefits for sepoys etc. 1 volume containing 8 issues and indices; 268 pages plus 20 index pages & 1 foldout. Dimensions: 17 x 12 cm.                                                          View images from this file (308)                                    ","EAP191/1/1/3","308 TIFF images; 17.3 GB","NA","File","French","Latin","Dec 2011","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","Bulletin des actes administratifs des Établissements français de l’Inde. Tome premier. Année 1828""Bulletin des actes administratifs des Établissements français de l’Inde. Tome premier. Année 1828 Vol...","        Missing pages: index pages. This volume contains notification nos. 1 to 78. Some of the topics covered are: creation of an establishment for weaving and dyeing of cotton and silk under the supervision of the government; mode of possession of land in Pondicherry and land fees; creation of a Malabar (i.e. Tamil) printing press; departure of Vicomte Desbassayns de Richemont as administrator general of French India; decisions regarding the postal service, the price of salt, the creation of police posts in Chandernagore; several decisions regarding the courts such as the establishment of a new Royal Court (Cour royale) in Pondicherry and creation of a Court of First Instance and a Committee on legislation; fixing of procedures and dress codes for both European and Indian counsels; a provisional order on the code of criminal procedure etc. The volume also includes nominations, transfers etc. 1 volume containing 7 issues; 201 pages. Dimensions: 19 x 12.5 cm.                                                          View images from this file (218)                                    ","EAP191/1/1/4","218 TIFF images; 12.2 GB","Periodical","File","French","Latin","1828","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Bulletin des actes administratifs des Établissements français de l’Inde. Tome second. Année 1829""Bulletin des actes administratifs des Établissements français de l’Inde. Tome second. Année 1829 Vol. 2...","        Missing issue: 10 (pages 57-118). This volume contains notification nos. 79 to 198. Some of the topics covered are: appointment of DeMelay as governor of French India; creation of posts such as Ordonnateur, Directeur de l'Intérieur, Procureur-général, Contrôleur des Établissements de l'Inde etc.; budget of the French Marine department for the year 1829; rules concerning cabotage (navigation conventions), export of fabric made in Pondicherry; rules relating to public instruction, agriculture and industry; fees fixed for various ""vacations"", i.e. services rendered on contract-basis; prize distribution for the students of the Royal College, nominations and promotions etc. 1 volume containing 7 issues and indices; 239 pages plus 17 index pages. Dimensions: 19 x 13 cm. The copy for this volume is in a very poor condition. The pages are extremely brittle and blackened with age. Some of the pages are torn or damaged. For the torn pages, a white sheet was placed behind the damaged page so that a clear copy could be obtained.                                                          View images from this file (272)                                    ","EAP191/1/1/5","272 TIFF images; 15.3 GB","Periodical","File","French","Latin","1829","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Bulletin des actes administratifs des Établissements français de l’Inde. Tome quatrième. Année 1831""Bulletin des actes administratifs des Établissements français de l’Inde. Tome quatrième. Année 1831...","        Missing issue: 29 (Oct. 1831). Missing pages: half-title and title pages and subject index pages. This volume contains notification nos. 269 to 402. Some of the topics covered are: various important nominations including those of the Director of Interior and the Public Prosecutor; several orders relating to penal matters; amnesty for deserters in the army and navy, and those charged with insubordination; organisation of the church councils (conseils de fabrique); promulgation of the law on the suppression of slave trade in French India; law regulating the pension of the naval forces; distribution of prizes to the students of the Royal College etc. 1 volume containing 8 issues and chronological index; 203 pages plus 12 index pages. Dimensions: 19 x 12.5 cm.                                                          View images from this file (220)                                    ","EAP191/1/1/6","220 TIFF images; 12.3 GB","Periodical","File","French","Latin","1831","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","Bulletin des actes administratifs des Établissements français de l’Inde. Tome cinquième. Année 1832""Bulletin des actes administratifs des Établissements français de l’Inde. Tome cinquième. Année 1832...","        Missing pages: half title and title pages (digitized from another copy and inserted at the end of the main run). This volume contains notification nos. 403 to 484. Many of them deal with legal and judicial matters, such as the appointment of Sr. Moreau as Judge of the Court of First Instance; constitution of a Legislation committee of the colony; creation of a “Cour d’assises”, i.e. a criminal trial court in Pondicherry; application of the Code of criminal procedure etc. Some of the other topics are: wedding fees at the Church of Notre Dame; renaming of the “ateliers de charité” (charity workshops) to “ateliers publics” (public workshops) and rules on their organisation; establishment of a “maison de dépôt” (hospital) for local patients; decisions relating to salaries and pensions, direct and indirect taxes etc. 1 volume containing 8 issues and indices; 215 pages plus 14 index pages. Dimensions: 19 x 12 cm.                                                          View images from this file (250)                                    ","EAP191/1/1/7","250 TIFF images; 14.0 GB","Periodical","File","French","Latin","1832","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_7/1.jp2/full/!600,300/0/default.jpg"
"8","Bulletin des actes administratifs des Établissements français de l’Inde. Tome sixième. Année 1833""Bulletin des actes administratifs des Établissements français de l’Inde. Tome sixième. Année 1833 Vol...","        Missing pages: pages 113-114 (digitized from another copy and inserted at the end of the main run). This volume contains notification nos. 485 to 537. Many of them deal with legal matters, such as: modifications to the civil law, to the penal code of 1810 in force in French India; law on the legislative regime of the colonies, on the Royal court (“cour royale”) in Pondicherry; organisation of the judicial police in the districts of Villenour and Bahour; new organisation of the courts of first instance in Yanaon and Mahe, modifications in the application of the “peine de rotin” (punishment by flogging) to the Indians and other decisions on punishments and fines; implementation of “contraintes de corps” (imprisonment for debt) etc. There are also a couple of decisions pertaining to the visit of merchant ships and the constitution of a Board of Admiralty. 1 volume containing 7 issues and indices; 152 pages plus 8 index pages. Dimensions: 19 x 12 cm.                                                          View images from this file (178)                                    ","EAP191/1/1/8","178 TIFF images; 10.0 GB","Periodical","File","French","Latin","1833","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","Bulletin des actes administratifs des Établissements français de l’Inde. Tome septième. Année 1834""Bulletin des actes administratifs des Établissements français de l’Inde. Tome septième. Année 1834 Vo...","        This volume contains notification nos. 538 to 591. Some of the topics covered are: classification of government functionaries and other employees, including decisions on salaries, promotions etc.; import and export of sugar manufactured in the territory of Pondicherry; decision to translate all important ordinances into the local languages for the benefit of the natives; publicizing of the agreements between France and England on the punishment for slave trade; change in designation of the “Contrôleur général” to “Inspecteur général”; extension of the competence of the “tribunaux de paix” (peace courts) in the French establishments; distribution of the annual compensation to the salt producers for the inactivity of their salt works (with reference to the agreement of 1818 with the British Government) etc. 1 volume containing 6 issues and indices; 105 pages plus 8 index pages. Dimensions: 20 x 13 cm. This volume is part of a bound book that contains volumes for the years 1832 to 1834. Only the pages for 1834 were digitized from this copy. The pages for 1832 and 1833 were digitized from other copies.                                                          View images from this file (132)                                    ","EAP191/1/1/9","132 TIFF images; 7.42 GB","Periodical","File","French","Latin","1834","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","Bulletin des actes administratifs des Établissements français de l’Inde. Tome huitième. Année 1835""Bulletin des actes administratifs des Établissements français de l’Inde. Tome huitième. Année 1835 Vo...","        This volume contains notification nos. 592 to 647. This volume contains several decisions relating to the navy such as the decision of the King to create a “commissariat de la marine” (naval commission) and other decisions regarding employees of the navy. Some other notifications include: installation of the Marquis de Saint Simon as the governor of the French establishments in India; proceedings of the solemn meeting held at the Royal court; decision on the convicted who are serving their sentence in the colonies; closure of the court known as “tribunal des natifs” (court of natives) in Chandernagore; maintaining two originals of all documents in the peace and police tribunals; orders to the Government botanist on the plantation and care of trees on Pondicherry’s roads; printing charges for individuals in the Government. Printing Press; rules for dog-owners etc. 1 volume containing 4 issues and indices; 137 pages plus 8 index pages. Dimensions: 20.5 x 13 cm.                                                          View images from this file (158)                                    ","EAP191/1/1/10","158 TIFF images; 8.89 GB","Periodical","File","French","Latin","1835","Access is for research purposes only","https://images.eap.bl.uk/EAP191/EAP191_1_1_10/1.jp2/full/!600,300/0/default.jpg"
