"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Boletim Eclesiastico da Arquidiocese de Goa 1552-1952","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. 94 pages (including cover and pages). Bound Book; Binding missing. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (94)                                    ","EAP636/1/1","94 tiff files","Book","File","Portuguese","Latin","1952","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Boletim Eclesiastico da Arquidiocese de Goa 1942-1","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano I - N.1. 156 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (156)                                    ","EAP636/1/2","156 tiff files","Book","File","Portuguese","Latin","1942","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Boletim Eclesiastico da Arquidiocese de Goa 1942-2","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano I - N.1. 273 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (273)                                    ","EAP636/1/3","273 tiff files","Book","File","Portuguese","Latin","1942","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","Boletim Eclesiastico da Arquidiocese de Goa 1943-1","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano I - N.7. 260 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (260)                                    ","EAP636/1/4","260 tiff files","Book","File","Portuguese","Latin","1943","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Boletim Eclesiastico da Arquidiocese de Goa 1943-2","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano I - N.1. 249 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (249)                                    ","EAP636/1/5","249 tiff files","Book","File","Portuguese","Latin","1943","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Boletim Eclesiastico da Arquidiocese de Goa 1944-1","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano III - N.1. 244 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (244)                                    ","EAP636/1/6","244 tiff files","Book","File","Portuguese","Latin","1944","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","Boletim Eclesiastico da Arquidiocese de Goa 1944-2","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano II - N.7. 273 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (258)                                    ","EAP636/1/7","258 tiff files","Book","File","Portuguese","Latin","1944","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_7/1.jp2/full/!600,300/0/default.jpg"
"8","Boletim Eclesiastico da Arquidiocese de Goa 1945-1","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano IV - N.1 & 2. 288 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (288)                                    ","EAP636/1/8","288 tiff files","NA","File","Portuguese","Latin","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","Boletim Eclesiastico da Arquidiocese de Goa 1945-2","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano III - N.7. 287 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (287)                                    ","EAP636/1/9","287 tiff files","Book","File","Portuguese","Latin","1945","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","Boletim Eclesiastico da Arquidiocese de Goa 1946-1","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano V - N.1. 273 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (273)                                    ","EAP636/1/10","273 tiff files","Book","File","Portuguese","Latin","1946","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_10/1.jp2/full/!600,300/0/default.jpg"
"11","Boletim Eclesiastico da Arquidiocese de Goa 1947-1","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie III - Ano VI - N.1. 225 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (225)                                    ","EAP636/1/11","225 tiff files","Book","File","Portuguese","Latin","1947","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_11/1.jp2/full/!600,300/0/default.jpg"
"12","Boletim Eclesiastico da Arquidiocese de Goa 1947-2","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano V - N.7. 290 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (290)                                    ","EAP636/1/12","290 tiff files","Book","File","Portuguese","Latin","1947","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_12/1.jp2/full/!600,300/0/default.jpg"
"13","Boletim Eclesiastico da Arquidiocese de Goa 1948","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie III - Ano VI - N.7. 234 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (234)                                    ","EAP636/1/13","234 tiff files","Book","File","Portuguese","Latin","1948","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_13/1.jp2/full/!600,300/0/default.jpg"
"14","Boletim Eclesiastico da Arquidiocese de Goa 1949","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie III - Ano VIII - N.1. 266 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (266)                                    ","EAP636/1/14","266 tiff files","Book","File","Portuguese","Latin","1949","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_14/1.jp2/full/!600,300/0/default.jpg"
"15","Boletim Eclesiastico da Arquidiocese de Goa 1950","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano VIII - N.1. 268 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (268)                                    ","EAP636/1/15","268 tiff files","Book","File","Portuguese","Latin","1950","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_15/1.jp2/full/!600,300/0/default.jpg"
"16","Boletim Eclesiastico da Arquidiocese de Goa 1951","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano X - N.1. 254 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (254)                                    ","EAP636/1/16","254 tiff files","Book","File","Portuguese","Latin","1951","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_16/1.jp2/full/!600,300/0/default.jpg"
"17","Boletim Eclesiastico da Arquidiocese de Goa 1951-2","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano IX - N.7. 242 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (242)                                    ","EAP636/1/17","242 tiff files","Book","File","Portuguese","Latin","1951","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_17/1.jp2/full/!600,300/0/default.jpg"
"18","Boletim Eclesiastico da Arquidiocese de Goa 1952","        Ecclesiastical Bulletin of the Archdiocese of Goa, with information and articles related to the Archdiocese. It also had information about priests that were newly ordained. Usually available on subscription. Prepared by the Archdiocese of Goa. Serie II - Ano X - N.7. 315 pages (including cover and pages). Bound Book. Author: Various contributors. Owner: Archdiocese of Goa. Editor: Various contributors. Printed Book.                                                          View images from this file (315)                                    ","EAP636/1/18","315 tiff files","Book","File","Portuguese","Latin","1952","Access is for research purposes only.","https://images.eap.bl.uk/EAP636/EAP636_1_18/1.jp2/full/!600,300/0/default.jpg"
