"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Hubungan Butin dengan Negeri lain","        Dimensions: 16 x 10 cm. 55 pages, approximately 13-19 lines per page; black ink; no colophon. Condition: faded. White, thin paper has now yellowed. Torn center binding, as with 4 pages within.                                                          View images from this file (55)                                    ","EAP212/1/1","55 TIFF images","Manuscript","File","Malay","Arabic","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Matan Az-Zubad","        Creator: Ibnu Ruslan. Dimensions: 22.5 x 17 cm. 25 pages, comprised approximately of 14-15 lines per page; black ink; red for Arab script (aksara) columns; no colophon. Condition: writings are legible despite damage to article. European paper used is quite thick, fairly fragile and damp. 4 torn pages. Marks of water droplets. CCC (3 crescents) watermark and A. G. writing is still visible.                                                          View images from this file (25)                                    ","EAP212/1/2","25 TIFF images","Manuscript","File","Arabic","Arabic","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Bidayat al-hidayat fi 'ilm at-tasawwuf [1251 H]","        Creator: Zainuddin Abu Hamid Muhammad bin Muhammad al-Gazali. Medium of original: Kertas Eropa Garden of Holland. Dimensions: 20 x 13.5cm. 111 pages, approximately comprising of 15 lines per page; black ink; red indicates column for Arabic script (aksara); no colophon. Condition: faded. Thick paper. Partial damage to edges; marks of water droplets on paper, probable cause of dampness and yellowing. The majority of writing is no longer legible due to ink blots. Book sleeve and binding are detached.                                                          View images from this file (71)                                    ","EAP212/1/3","111 TIFF images","Book","File","Arabic","Arabic","1832","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_1_3/41.jp2/full/!600,300/0/default.jpg"
"4","An-Nafahat Al-Ilahiyyah fi Kaifyat Suluk At-Tariqat Al-Muhammadiyyah [29 Zul Qa'idah 1225 H]","        Creator: Muhammad bin Abdul Karim as-Sammani. Copyist / translator: Muhammad Zain ibn Syamsuddin al-Jawi, student of Syiakh Abdul Samad. Dimensions: 24 x 18.5 cm. 70 pages, approximately comprising of 24-25 lines per page; black ink; red for Arabic script (aksara) columns; no colophon. Condition: quite faded. Fragile European paper with watermark 1807 G I A E; damaged in parts with holes. 4 torn pages and yellowed. Sleeve and binding detached. Writings are still visible.                                                          View images from this file (71)                                    ","EAP212/1/4","70 TIFF images","Manuscript","File","Arabic","Arabic","1807","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Ibtida Sayr al-arifin [1292 H]","        Article detailing the journey of pious men who always endeavor to be closer to God. Creator: Abdul Khalik bin Abdullah. Dimensions: 20 x 15.5 cm; 28 pages, comprised approximately of 15 lines per page; black ink, red for Arabic script (aksara) column; No colophon. Condition: quite faded, thick European paper, 4 pages torn, end of page tattered causing the loss of a few words. Marks of water droplets – probable cause of dampness and yellowing of article. Lion in Medallion: Pro Patria Eendragi Maakt Magt 3.2.                                                          View images from this file (28)                                    ","EAP212/1/5","28 TIFF images","Manuscript","File","Arabic","Arabic","1873","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Makhfani I","        Article containing an explanation of the 3 main criteria in selecting a good spouse. Dimensions: 17 x 12 cm. 34 pages, comprised approximately of 11 lines per page; black ink; no colophon. Condition: poor, pages are detached individually and in fragile and damp condition. Yellowed and almost brown. Written on European paper.                                                          View images from this file (34)                                    ","EAP212/1/6","34 TIFF images","Manuscript","File","Wolio, English, Malay","Arabic","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","Kitab Al-Fawa’id fi as-Salat [Jumadil Awal 1283 H]","        Dimensions: 23.5 x 15 cm. 62 pages, numbered at top half, comprised approximately of 27 lines per page; black ink; colophon: wakana intiha’u tab’hi fi awakhir jumad al-awwal sanata alf wa mi’ataini wa salasa samanin min hujrah sayyid al-awwalin wa al-akhirin sallallah ‘alaihi wa ‘ala alhi wa sahbihi ajma’in. amin. Tamm. (And so ends the scribe at the end of Jumadil Awal, 283 Hijriah dan adalah selesai penulisnya pada akhir Jumadil awal tahun alif serta 283 Hijriah penghulu yang pertama dan terakhir (Nabi Muhammad), Allah memberikati atasnya, keluarga dan sahabatnya. Amin. Sempurna). Condition: fairly good, thick paper, edges of paper have been eaten by insects. Writings are printed and still very legible.                                                          View images from this file (164)                                    ","EAP212/2/1","162 TIFF images","Manuscript","File","Arabic","Arabic","1864","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_2_1/1.jp2/full/!600,300/0/default.jpg"
"8","Kitab Faidah As-Salat","        Article detailing the advantages of prayers. It is said that prayers is the throne of the pious, the celebration of intelligent, gifts to people who lead their lives for and have dialogues with Allah. And it is prayers that differentiate believers and non-believers. It also explains how to pray. Dimensions: 20 x 15 cm. 26 pages numbered at verso, comprised approximately of 15 lines per page; black and red ink for columns; no colophon. Condition: European paper: Lion in Medallion: Pro Patria Eendragt Maakt Magt (3.2).                                                          View images from this file (27)                                    ","EAP212/2/2","26 TIFF images","Manuscript","File","Arabic","Arabic","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_2_2/1.jp2/full/!600,300/0/default.jpg"
"9","Kitab Hidayat Al Basyir fi Mar’rifat Al-Qadir","        Article detailing the attributes of Allah and his Messenger and the Pillars of Islam, as well as the meaning of the Declaration of Faith (kalimat syahadat). Creator: Muhammad Idrus Qaimuddin bin al-Fakir Badaruddin. Dimensions: 19.5 x 16.5 cm. 21 pages, unnumbered, comprised approximately of 19 lines per page; European paper; Garden of Holland (2.0) bertuliskan BOB UMPAM BOCA BD; black and red ink; no colophon.                                                          View images from this file (22)                                    ","EAP212/2/3","21 TIFF images","Manuscript","File","Arabic","Arabic","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_2_3/1.jp2/full/!600,300/0/default.jpg"
"10","Do’a","        Article regarding prayers for forgiveness and seeking protection against falling out of religion, pride, hubris and other sins through the Declaration of Faith (dua kalimat syahadat). Dimensions: 17 x 11 cm. 6 pages, unnumbered, comprised of 6 lines per page; European paper; Lion in Medallion: Concordia (3.0); black ink; no colophon. Condition: good, with legible writing.                                                          View images from this file (6)                                    ","EAP212/2/4","6 TIFF images","Manuscript","File","Arabic","Arabic","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP212/EAP212_2_4/1.jp2/full/!600,300/0/default.jpg"
