"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Mohan-mādhurī [1897-1898]","        A mythological play. Contains: Covers; Endpapers; 136 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers: 21.2x12.9x1.2 Without covers: 20.2x12.7x0.7.                                                          View images from this file (144)                                    ","EAP261/1/1/1","TIFF Images","Book","File","Bengali","Bengali","1897-1898","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Līlā [1891-1892]","        A dance drama. Contains: Covers; Endpapers; 48 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers: 17.2x10.7x2.5 Without covers: 16.6x10x1.8.                                                          View images from this file (56)                                    ","EAP261/1/1/2","TIFF Images","Book","File","Bengali, English","Bengali, Latin","1891-1892","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Bhramar","        An adaptation of the novel Krishnakanter Will by Bankimchandra Chattopadhyay. Contains: Covers; 156 pages. Front and back covers [original] coloured. Dimension: 18.1x12.3x0.9.                                                          View images from this file (160)                                    ","EAP261/1/1/3","TIFF Images","Book","File","Bengali","Bengali","19th century-Early 20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","Kājer khatam [1884-1885]","        A humorous play. Contains: Covers; Endpapers; 50 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers: 17.2x10.7x2.5 Without covers: 16.6x10x1.8.                                                          View images from this file (58)                                    ","EAP261/1/1/4","TIFF Images","Book","File","Bengali, English","Bengali, Latin","1884-1885","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Kismis [1918-1919]","        A humorous play. Contains: Covers; 56 pages. Front and back covers [original] coloured. Dimension: 16.2x10.5x0.5.                                                          View images from this file (60)                                    ","EAP261/1/1/5","TIFF Images","Book","File","Bengali, English","Bengali, Latin","1918-1919","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Bābu [1894-1895]","        A humorous play. Contains: Covers; Endpapers; 94 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers : 16.5x10.3x1.3 Without covers : 15.4x9.4x1.1.                                                          View images from this file (102)                                    ","EAP261/1/1/6","TIFF Images","Book","File","Bengali","Bengali","1894-1895","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","Grāmya-bibhrāṭ [1897-1898]","        THE RURAL SKETCHES. A social comedy. Contains: Covers; Endpapers; 132 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers: 16.8x10.9x1.2 Without covers: 16.4x10.2x0.7.                                                          View images from this file (140)                                    ","EAP261/1/1/7","TIFF Images","Book","File","Bengali, English","Bengali, Latin","1897-1898","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_7/1.jp2/full/!600,300/0/default.jpg"
"8","Rājā-bāhādur [1892-1893]","        A humorous play. Contains: Covers; Endpapers; 50 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers : 16.5x10.3x1.3 Without covers : 15.4x9.4x1.1.                                                          View images from this file (58)                                    ","EAP261/1/1/8","TIFF Images","Book","File","Bengali","Bengali","1892-1893","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","Tājjab byāpār [1892-1894]","        A humorous play. Contains: Covers; Endpapers; 32 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers : 16.5x10.3x1.3 Without covers : 15.4x9.4x1.1.                                                          View images from this file (40)                                    ","EAP261/1/1/9","TIFF Images","Book","File","Bengali","Bengali","1892-1894","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","Yājñasenī [1928-1929]","        A social drama. Contains: Covers; 182 pages. Front and back covers [original] coloured. Dimension: 17.9x12.2x0.9.                                                          View images from this file (186)                                    ","EAP261/1/1/10","TIFF Images","Book","File","Bengali","Bengali","1928-1929","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_10/1.jp2/full/!600,300/0/default.jpg"
"11","Biṃśa śatābdī [1933-1934]","        A social drama. Contains: Covers; 130 pages. Front and back soft covers [later added by binder] coloured. Dimension: 17.3x12x0.6.                                                          View images from this file (134)                                    ","EAP261/1/1/11","TIFF Images","Book","File","Bengali, English","Bengali, Latin","1933-1934","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_11/1.jp2/full/!600,300/0/default.jpg"
"12","Mantraśakti","        A social drama. An adaptation of a novel of the same title by Anurupa Debi. Contains: Covers; Endpapers; Original covers; 192 pages. Front and back covers [original and later added by binder] coloured. Front and back covers [original] coloured. Dimension: 16.7x11.9x1.4.                                                          View images from this file (204)                                    ","EAP261/1/1/12","TIFF Images","Book","File","Bengali","Bengali","19th century-Early 20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_12/1.jp2/full/!600,300/0/default.jpg"
"13","Mukti","        An adaptation of a Sanskrit humorous play Bhagabajjukiyam by Ashwaghosh. Contains: Covers; Endpapers; 56 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers: 17.4x12.1x1.1 Without covers: 16.7x11.7x0.6.                                                          View images from this file (64)                                    ","EAP261/1/1/13","TIFF Images","Book","File","Bengali","Bengali","19th century-Early 20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_13/1.jp2/full/!600,300/0/default.jpg"
"14","Phullarā","        A social drama. Contains: Covers; Endpapers; Spine; 156 pages. Front and back hard covers [later added by binder] coloured. Dimension: With covers: 17.7x12.5x1.8 Without covers: 17.2x11.3x1.4.                                                          View images from this file (165)                                    ","EAP261/1/1/14","TIFF Images","Book","File","Bengali","Bengali","19th century-Early 20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_14/1.jp2/full/!600,300/0/default.jpg"
"15","Poshyaputtra [1931-1932]","        An adaptation of Anurupa Devi's novel of the same title. Contains: Back cover; 180 pages. Back cover [original] blank. [Front cover missing.]. Dimension: 17.1x11.8x1.3.                                                          View images from this file (182)                                    ","EAP261/1/1/15","TIFF Images","Book","File","Bengali","Bengali","1931-1932","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_15/1.jp2/full/!600,300/0/default.jpg"
"16","Rāmānuj [1916-1917]","        A religious play. Second edition. Contains: 210 pages. Printed in black and white. Dimension: 16.8x11.3x2.9.                                                          View images from this file (210)                                    ","EAP261/1/1/16","TIFF Images","Book","File","Bengali","Bengali","1916-1917","Access is for research purposes only","https://images.eap.bl.uk/EAP261/EAP261_1_1_16/1.jp2/full/!600,300/0/default.jpg"
