"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Kurnia Keterangan Amer Manda [Hari Isnin, 20 Jumadil Awal 1314 AH]","

        Digital images of Kurnia Keterangan Amer Manda, granting permission for Encik Ahmad to fell trees in Mandah Sungai Siak. The manuscript is dated Hari Isnin, 20 Jumadil Awal 1314 Anno Heigera. Notes: The page is folded in three parts. In the centre of the top half we find a red oval stamp with the following writing in latin script: Keterangan Amer Manda and Bahwa Kurnia Keterangan Anir Manda Sungai Khairiah sannah 13… in Arabic script. On the back side we find the note: Surat Potong Hutan, in handwritten Jawi. Watermark: HONIG & Co.

                  
            
              
              View images from this file (2)
            
          
              ","EAP153/1/1","2 TIFF images","NA","File","Malay","Arabic","19 May 2008","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Surat Keterangan Mempunyai Kebun Buah-Buahan [19 haribulan Rabiul-awal hari Arba’a tahun 1312 AH]","

        Digital images of Surat Keterangan Mempunyai Kebun Buah-Buahan, a certificate of ownership for an orchard at Air Gemuruh issued to Haji Thahir. Scribe: Mahkamah negeri Lingga; Date: 19 haribulan Rabiul-awal hari Arba’a tahun 1312 H. Notes: Double folio folded in two parts, margins and folds are damaged and have been repaired with sellotape. Recto of first page is a printed form with the name of the owner, measurements and borders of the piece of land with a stamp of the Sultan of Lingga in red ink in the top margin. On the verso side we find a sketch map of the land with borders and measurements with a compass card in red ink. On the verso side under the sketch we find the following note in jawi: Tercetak di Dalam Ofis Mathba’ah al-Riauwiah-Pulau Penyengat.

                  
            
              
              View images from this file (4)
            
          
              ","EAP153/1/2","4 TIFF images","Manuscript","File","Malay","Arabic","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Surat Keterangan Residen Riau Untuk Hadji Jahja [12 May 1911]","

        Digital images of Surat Keterangan Residen Riau Untuk Hadji Jahja, a document recording the official appointment of Hadji Jahja as assistant Amir of Bintang (Bintan). Issued by De Resident van Riouw en onderhoorigheden G. F. de Bruyn Kops, 12 May 1911. Notes: A printed form of the Resident of Riouw folded in four parts, folds repaired with sellotape. In the top margin we find the logo of the Netherlands Indies government with the two crowned lions on the side of a shield with a crown on top. Name and position of Hadji Jahja typed in black ink. At the bottom we find and oval stamp of the Resident van Riouw en Onderhoorigheden in blue ink and De Bruyn Kops’ signature. Watermark: UNION TIME PRESS Ltd SINGAPORE white Roeseas.

                  
            
              
              View images from this file (2)
            
          
              ","EAP153/1/3","2 TIFF images","Manuscript","File","Dutch","Latin","12 May 1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","Surat Keterangan Dari Mahkamah Lingga [12 Zulhijah 1303 AH]","

        Digital images of Surat Keterangan Dari Mahkamah Lingga, a certificate of ownership for a sagu orchard issued to Haji Ahmad bin Encik di Lingga by the Lingga court of justice. Scribe: Mahkamah Lingga, Date: 12 Zulhijah 1303 AH. Written in Melayu, and some Dutch in the stamps.  Notes: Eight pages joined together, three pages with text one printed form, the other pages are empty. On one of the pages there is a sketch map of the piece of land and the borders with a stamp of the Head of District of Lingga and notes about the transfer of the land to Encik Hamid in Jawi. There is also a red printed compass card. There is also a black stamp of the official who issued the document and two stamps of people in the court of justice and a signature of Raja Muhammad Thahir in black ink that is corroding. Watermark: Image of an elephant between tow coconut trees with the name of the company GUTHRIE & Co Ltd written in Latin, Arabic and Chinese scripts.

                  
            
              
              View images from this file (8)
            
          
              ","EAP153/1/4","8 TIFF images","NA","File","Malay","Arabic","19 May 2008","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Certificaat Toegekend de Zilveren Ster voor Trouw en Verdienste Hadji Jahja bin Oesman [8 Jul 1911]","

        Digital images of Certificaat Toegekend de Zilveren Ster voor Trouw en Verdienste Hadji Jahja bin Oesman, a document stating the award of a Silver Star by the Governor General of the Dutch Indies to the Harbourmaster of Lingga Hadji Jahja bin Oesman in Penyengat, for his services and loyalty.  Notes: A printed award document folded in two parts printed in silver ink in a frame embellished with flower pattern. In the top margin we find the logo of the Netherlands Indies government with the two crowned lions on the side of a shield with a crown on top. Some handwriting and signatures in black ink. The back of the document has been repaired and strengthened with sellotape. Watermark: PROPATRIA- Cresent with lion and sword in paw. Counter mark, Vd.

                  
            
              
              View images from this file (2)
            
          
              ","EAP153/1/5","2 TIFF images","Manuscript","File","Dutch","Latin","08 Jul 1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Surat Keterangan Mempunyai Kebun Buah-Buahan [19 Rabbi’ulawal 1312]","

        Digital images of Surat Keterangan Mempunyai Kebun Buah-Buahan, a certificate of ownership for an orchard issued to Haji Thahir in Lingga. Scribe: Mahkamah Lingga; Date: 19 Rabbi’ulawal 1312.  Notes: Double folio, folded with sketch map of piece of land and its borders, with a compass card printed in red ink. On the page with the info about land and the owner we find a round red stamp of Sultan Sultan Abdulrahman Mu’azzamsyah. There is also a small oval, embossed stamp. The paper has been strengthened and repaired with sellotape. European paper, no watermark.

                  
            
              
              View images from this file (4)
            
          
              ","EAP153/1/6","4 TIFF images","Manuscript","File","Malay","Arabic","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","Surat Keterangan Mahkamah Lingga Tentang Jual Beli Dusun Rumbia di Lingga [25 Rabbi’ulakhir 1315 ]","

        Digital images of Surat Keterangan Mahkamah Lingga Tentang Jual Beli Dusun Rumbia di Lingga, a document from the Lingga court of justice stating that Encik Hajar binti Encik Usman asked representation of Haji Muhhamd Sa’id to sell a rumbi orchard which was bought from Ahmad and to be sold to Haji Husin. Legalised by stamps from the court, and signatures of Muhd Said , two witnesses and RH Muhd Tahir.Scribe: Mahkamah Negeri Lingga; Date: 25 Rabbi’ulakhir 1315.  Notes: A sheet of paper from a note book, lined with blue lines. Legalised by stamps from the court, and signatures of Muhd Said , two witnesses and RH Muhd Tahir. Strengthened and repaired with sellotape.European paper, no watermark.

                  
            
              
              View images from this file (2)
            
          
              ","EAP153/1/7","2 TIFF images","Book","File","Malay","Arabic","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_7/1.jp2/full/!600,300/0/default.jpg"
"8","Bahwa inilah garant tanda sekalian orang hendak berbuat dusun di dalam Negeri Lingga sannah 1285 [1 Muharam 1245 AH]","

        Digital images of Bahwa inilah garant tanda sekalian orang hendak berbuat dusun di dalam Negeri Lingga sannah 1285, a Certificate of ownership for a sagu orchard at Musai, Lingga issued to Ali Musai. Date: 1 Muharam 1245.  Notes: There is a note in blue ink stating that the transaction is legalised with a stamp and signature of the Head of District of Lingga, and also a smal warning note in jawi with small red stamp in jawi. Written in black and blue ink; back strengthened and repaired with sellotape.

                  
            
              
              View images from this file (2)
            
          
              ","EAP153/1/8","2 TIFF images","Document","File","Malay","Arabic","1826","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","Certificate Issued by Chinese Consulate In Medan-Deli [7 Apr 1927]","

        Digital images of a document of the Chinese consulate in Medan stating that Yeow Sing Ho, a Chinese citizen, employed as a manager by the Ching Hoe Bank will transfer to Pulau Pinang with his family. Date: 7 Apr 1927.  Notes: A printed form with the logo of the Chinese consultae in Medan of a dragon and peacock. We find three small photos of the man and his family stamped by the consulate in red ink. An additional note states that Mr Yeow is of Hokkien extraction. On the back we find a stamp of the British consulate in Medan with a stamp and a note: Good for Straiths Settlements valid for singgle journey only British Consulate Medan 7th April 1927. And a blue stamp: “Permited to xxx Penang 14 April 1927.

                  
            
              
              View images from this file (2)
            
          
              ","EAP153/1/9","2 TIFF images","Document","File","English","Latin","07 Apr 1927","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","Surat keterangan mempunyai kebun buah-buahan","

        Digital images of Surat keterangan mempunyai kebun buah-buahan, a certificate of ownership for an orchard at Hulu obtained by Haji Kadir Merawang from his parents. Scribe: Mahkamah Lingga. Date: undated.  Notes: Double folio, folded with sketch map of piece of land and its borders, and a round red stamp of Sultan Sultan Abdulrahman Mu’azzamsyah. There is also a small oval, embossed stamp. It may be a concept certificate that was never issued as there are no signatures of witnesses or date of the certificate as issued by the court.

                  
            
              
              View images from this file (4)
            
          
              ","EAP153/1/10","4 TIFF images","Manuscript","File","Malay","Arabic","19th century-20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP153/EAP153_1_10/1.jp2/full/!600,300/0/default.jpg"
