"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"1","Mixed unidentified Nepali manuscripts 1","

        Documents collected in this section are individual documents varying in subjects. Doc 1 - A royal order dated 1944 VS in the name of a Birta [tax free land owner] owner. This is the cover page of the document. Content is missing. This document probably belongs to the Land department. Doc 2-3 - This document was issued in VS 1944. It mentions that a certain amount of money donated annually to goddess Kankeswari from the income of the tax exempt land purchased from Commanding General Chandra Shumsher is ordered to continue and rights on land of the person who purchased has been confirmed. The royal order says that there is no need to reissue the order. At the end, the document mentions about the area and boundary of the plots. Doc 4 - This doc deals with the period of Premier Dev Shumsher. This is a royal order on the petition of a man whose brother was granted tax exempt land. After the death of the elder brother who was a captain his young brother petitioned that the land be granted to him. The Premier accepted the petition and granted tax exempt land to him. An exemption in land tax since 28 sal on land, homestead, animal sheds, store house, etc. also decided and ordered for execution to the concerned Revenue office in the district. Doc 5 and 11 - These documents are related to land grant and related matters on land of deposed royalty of Parvat state in western Nepal regarding Khuwa khet and mana Chamal (land for special allowances assigned to officers and land for subsistence for widows). The subject of this document is the collection of rent and cash as special allowances from land. It was authorized to a descendent of deposed royalty of Parvat state in western Nepal. This document also mentions about the dispute on the land among the family members of the royalty. The premier has ordered to collect rent and enjoy as subsistence land for the lady who filed the petition.

                  
            
              
              View images from this file (11)
            
          
              ","EAP171/1/1","11 Tiff images","Manuscript","File","Nepali","Devanagari","18th century-20th century","Access is for research purposes only."
"2","Mixed unidentified Nepali manuscripts 2","

        Doc 1, 2 and 3 - First two pp are cover pages with information of types of documents and total number of documents. The other page is the contents of dispatched royal orders bearing red seals. This is the content page of a compiled book of copied documents. Documents are grouped according to types of land categories which is again sub grouped chronologically. Doc 4 - This is document issued during the reign of King Surendra. This is the authorization order to confirm Satta Birta (replacement tax exempt) land grant. Doc 5 - Confirmation document of Satta Birta land grant of 1933. Doc 6 - Request to the issue an order to confirm Birta land grant. Consequently the Premier has issued the order and confirmed Birta land grant. Doc 7 - This document is about the endowment land of Pachali Bhairav replaced to another place dated 1933 VS. Doc 8 and 9 - This document is the authorization of special privileges of deposed royalty of Bajhang state and confirmation to utilize privileges as a state. Raja Bikram Bahadur Singh has been conferred with extraordinary privileges on land. He has been exempted all kinds of rents, taxes and levies. Doc 10 - This is a document on taxable birta land grant. The recipient is ordered to pay rent regularly to hold ownership right on land. Doc 11 - Guthi endowment paper dedicated to various deities established by Premier Jung Bahadur Rana. It also mentions the amount to be offered and price of land. Doc 12 and 13 - Religious endowment authorization paper issued by the government to regulate endowment dedicated in the name of several deities. This document specifies the plots, its boundary, and the owners of land. Doc 14 - This paper confirms land grants issued by the King to a person whose grandmother also became Sati and shared the burning pyre with the queen. The queen joined her deceased husband on burning pyre. As the rule the man was given land as consolation but the letter was still to be assigned. The King has issued the authorization letter and confirmed the grant at his request in VS 1933. Doc 15 - Issued by the King. This document deals with land grant for supplying potteries to the Hanuman Dhoka Royal Palace. It confirms the Jagir land grant [granted to the government officers] to the appointed potters.

                  
            
              
              View images from this file (15)
            
          
              ","EAP171/1/2","15 Tiff images","Manuscript","File","Nepali","Devanagari","18th century-20th century","Access is for research purposes only."
"3","Mixed unidentified Nepali manuscripts 3","

        Doc 1 and 2 - Record of sale of tax exempt land. Doc 3 - Index of allowances and salaries assigned to various government personnel. Doc 4 - Sona Birta , a form of tax exempt land grant given to a various person in 1861 VS. Doc 5 and 6 - This is a royal order to people of east of Bheri river and west of Kali Modi river, Morang area in the east that confirms God dhuwa levy payable at the time of marriage of princess. However, this paper also introduces Salami levy payable at the time of payment of debt. Dated 1861 VS. Doc 7 /8 - Dated 1861 VS. It is an order from the government regarding Gaddi Mubarak levy regulated in annexed territories of Kumaon west of Mahakali River. This levy was payable to the king at the time of ascending the throne. Doc 9 - Kus birta land grant in Mahottari district. And order to resettle people in various areas. Doc 10 - Order issued to Subba of Mahottari to do needful in land related matters. It also ordered to property and collects multiple levies on land.

                  
            
              
              View images from this file (10)
            
          
              ","EAP171/1/3","10 Tiff images","Manuscript","File","Nepali","Devanagari","1861","Access is for research purposes only."
"4","Mixed unidentified Nepali manuscripts 4","

        Documents here are copied from two record books as samples. Only a small section of pages are included here as samples. Doc 1 - It is the royal order on various social systems. It orders for capital punishment for the Kirati Murmi people in Eastern Nepal who slaughter cows, and also to confiscate property and kill his wife and children. It mainly discusses about legal system, punishments. Doc 2 - This is an order to reclaim land and collect taxes in Rautahat region. Doc 3 and 4 - An order to build a fort in Chisapani in western Nepal. Doc 8-12 - Index of various orders, issued in the names of various officers, local functionaries and government offices in different times. Doc 13-19 - Various orders to perform various social and other works issued by high ranking officials. Dated 1868 VS.

                  
            
              
              View images from this file (19)
            
          
              ","EAP171/1/4","19 Tiff images","Manuscript","File","Nepali","Devanagari","18th century-20th century","Access is for research purposes only."
"5","Mixed unidentified Nepali manuscripts 5","

        Doc 7 and 9 - Order of the King to regulate transportation of post office matters and confirmation of land granted to them and exemption of levies. Dated 1873 VS. Doc 10-13 - Index of documents issued in the names of various persons. Doc 14 and 16 - An order to people of Chitlang area and other officer not to carry goods of Palace without verifying written proof of the royal order. It also says to punish those who exaggerate the order. It also confirms exemption of all kinds of levies on behalf of Thaple Hulaki (carrying loads for the King and the government). Doc 17-20 - Land grant and grant continuation to various persons. Doc 21 - Index of documents. Doc 22-23 - Orders of High ranking officials on land related matters.

                  
            
              
              View images from this file (39)
            
          
              ","EAP171/1/5","39 Tiff images","Manuscript","File","Nepali","Devanagari","1873","Access is for research purposes only."
"6","Mixed unidentified Nepali manuscripts 6","

        Doc 1-7 and 10-11 - This book is the account and dues of the ruling families. Doc 8-9 - A Rana period document on post office transportation. This order was issued to the Hill management office.

                  
            
              
              View images from this file (11)
            
          
              ","EAP171/1/6","11 Tiff images","Manuscript","File","Nepali","Devanagari","18th century-20th century","Access is for research purposes only."
"7","Mixed unidentified Nepali manuscripts 7","

        These documents deal with diverse subjects such as – expenses for food to the jail birds for different years and miscellaneous expenses.

                  
            
              
              View images from this file (37)
            
          
              ","EAP171/1/7","37 Tiff images","Manuscript","File","Nepali","Devanagari","18th century-20th century","Access is for research purposes only."
"8","Mixed unidentified Nepali manuscripts 8","

        Various documents from a record book dealing with various aspects of land and land grant in different places and regions. It also addresses subjects other than land such as prisoners, salaries of officials.

                  
            
              
              View images from this file (27)
            
          
              ","EAP171/1/8","27 Tiff images","Manuscript","File","Nepali","Devanagari","18th century-20th century","Access is for research purposes only."
"9","Mixed unidentified Nepali manuscripts 9","

        There are nine documents, 2 are in Tibetan, 1 is a copy and rest are Nepalese documents bearing royal seals. All these documents are related to the Mustanf state. They deal with orders to manage horses during Kings’ visit, procedure to confiscate property, request for marriage expenses by a Lama, collection of taxes etc.

                  
            
              
              View images from this file (9)
            
          
              ","EAP171/1/9","9 Tiff images","Manuscript","File","Nepali","Devanagari","18th century-20th century","Access is for research purposes only."
"10","Mixed unidentified Unidentified Nepalese/Tibetan documents 10","

        These documents are recovered in Nepal but they are Tibetan manuscripts written in Tibetan script. There are 20 folios. These are just samples of a complete text, probably a Buddhist text, translated into Tibetan from Sanskrit original. The folios in this group are not systematic. They are digitised from here and there within the text.

                  
            
              
              View images from this file (20)
            
          
              ","EAP171/1/10","20 Tiff images","Manuscript","File","Nepali, Tibetan","Devanagari, Tibetan","18th century-20th century","Access is for research purposes only."
