"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"1","Thadrak Kanjur rGyud 'bum Ka","

        The volume contains the Manjushrinamasangiti and Kalacakratantra. The tantras were composed in the first millennium and translated into Tibetan. The first one deals with the names and epithets of the Buddha of Wisdom, Manjushri. It is presented as a sermon delivered by the historical Buddha in praise of Manjushri. The Kalacakatantras deals with meditation and ritual practice around the deity Kalacakra. It is also one of the major sources of Tibetan astrology. The volume contains tantric literature such as Manjushrimulasamgiti and Kalacakra tantras. This kanjur canons begins with the Manjushrinamasamgiti unlike some other kanjur canons in Bhutan which begin with Cakrasamvara. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 526 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Ka. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (526)
            
          
              ","EAP310/1/1/1","1 folder containing 526 TIFF images; 12.1GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"2","Thadrak Kanjur rGyud 'bum Kha","

        The volume contains tantric literature such as the Vajradakatantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 436 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Kha. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (436)
            
          
              ","EAP310/1/1/2","1 folder containing 436 TIFF images; 12.3GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"3","Thadrak Kanjur rGyud 'bum Ga","

        The volume contains tantric literature such as Shriherukabhyudyatantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 410 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Ga. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (410)
            
          
              ","EAP310/1/1/3","1 folder containing 410 TIFF images; 9.43GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"4","Thadrak Kanjur rGyud 'bum Nga","

        The volume contains tantric literature such as Hevajaratantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 482 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Nga. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (482)
            
          
              ","EAP310/1/1/4","1 folder containing 482 TIFF images; 11GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"5","Thadrak Kanjur rGyud 'bum Ca","

        The volume contains tantric literature such as Aryacalakalpatantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 422 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Ca. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (422)
            
          
              ","EAP310/1/1/5","1 folder containing 422 TIFF images; 11.9GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"6","Thadrak Kanjur rGyud 'bum Cha","

        The volume contains tantric literature such as Shrivajrasamuccaya. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 472 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Cha. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (472)
            
          
              ","EAP310/1/1/6","1 folder containing 472 TIFF images; 10.8GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"7","Thadrak Kanjur rGyud 'bum Ja","

        The volume contains tantric literature such as Aryanilambaradharavajrapanirudrabitribinatantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 444 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Ja. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (439)
            
          
              ","EAP310/1/1/7","1 folder containing 439 TIFF images; 10.1GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"8","Thadrak Kanjur rGyud 'bum Nya","

        The volume contains tantric literature such as Sarvatathagatatattvasamgrahasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 398 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Nya. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (398)
            
          
              ","EAP310/1/1/8","1 folder containing 398 TIFF images; 9.8GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"9","Thadrak Kanjur rGyud 'bum Ta","

        The volume contains tantric literature such as Sarvarahasayonamatantraraja. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 385 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Ta. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (385)
            
          
              ","EAP310/1/1/9","1 folder containing 385 TIFF images; 10.8GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
"10","Thadrak Kanjur rGyud 'bum Tha","

        The volume contains tantric literature such as Shrivajraalokatantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 462 folios of manuscripts on paper in loose leaf poti format. Dates of original material: probably 18th century. Volume: Tha. Script(s) of material: Tibetan dBu can script.

                  
            
              
              View images from this file (462)
            
          
              ","EAP310/1/1/10","1 folder containing 462 TIFF images; 10.6GB","Manuscript","File","Tibetan","Tibetan","1650-1950","Access is for research purposes only"
