"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","""Lontar, Kropak 17""","        Original title, date and creator unknown. Medium of original material: lontar; 15 leaves of four lines. Dimensions 31.8 x 3.2 cm. Condition: some leaves have damaged margins, two have been darkened.                                                          View images from this file (32)                                    ","EAP280/1/1/1","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Fragmen Kisah Putra Rama & Rawana, Kropak 18 [15th century-16th century]","        Original title and creator are unknown. This incomplete manuscript contains a fragment of an Old Sundanese metric version of the Ramayana story; an edition and Indonesian translation has been published by Undang Darsa (2008) as Fragmen Kisah Putra Rama & Rawana (naskah lontar kropak 18), Seri Penerbitan 1 Koleksi Kabuyutan Ciburuy Garut. Garut: Dinas Pariwisata dan Kebudayaan Kabupaten Garut. Medium of original material: lontar; 5 leaves of four lines. Dimensions: 28.5 x 2.8 cm. Condition: the plywood case within which the lontar was stored until recent years is now missing.                                                          View images from this file (10)                                    ","EAP280/1/1/2","1 file","NA","File","Sundanese","Sundanese","Aug 2009-Oct 2009","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","""Lontar, Kropak 19 (Jati Wisesa?)""","        Original date and creator unknown, thought to have been titled Jati Wisesa. Medium of original material: lontar; 27 leaves of four lines. Dimensions: 28.2 x 3.2 cm. Condition: some of the leaves are damaged.                                                          View images from this file (56)                                    ","EAP280/1/1/3","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","""Lontar, Kropak 20""","        Original title, date and creator unknown. Medium of original material: lontar; 19 leaves and fragments of four lines. Dimensions: 23.5 x 3.5 cm and 19 x 3 cm. Condition: the leaves, several of which are damaged, appear to belong to two different manuscripts.                                                          View images from this file (55)                                    ","EAP280/1/1/4","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","""Lontar, Kropak 21 (Jati Nistemen?)""","        Original date and creator unknown, thought to have been titled Jati Nistemen. Medium of original material: lontar; 8 leaves and fragments of four lines. Dimensions: 24.9 x 3 cm.                                                          View images from this file (29)                                    ","EAP280/1/1/5","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","""Lontar, Kropak 22–27 (Jati Nistemen?)""","        Original date and creator unknown, thought to have been titled Jati Nistemen. This lontar may be connected with lontar 18. Medium of original material: lontar; 33 leaves, some with damaged edges, of four lines. Dimensions: 28.7 x 3 cm.                                                          View images from this file (70)                                    ","EAP280/1/1/6","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","""Lontar, Kropak 24""","        Original title, date and creator unknown. Medium of original material: lontar; 16 leaves, most with damaged edges, of four lines. Dimensions: 26.5 x 3 cm.                                                          View images from this file (36)                                    ","EAP280/1/1/7","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_7/1.jp2/full/!600,300/0/default.jpg"
"8","""Lontar Ciburuy VI, Kropak 23–25""","        Original title, date and creator unknown. Part of the bundle is one wooden manscript cover titled 17 Bud / BPC 23 / No. 14. Medium of original material: lontar; 16 leaves of three lines. Dimensions: 21.8 x 2.6 cm.                                                          View images from this file (34)                                    ","EAP280/1/1/8","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","""Lontar Ciburuy VII, Kropak 23–25""","        Original title, date and creator unknown. Medium of original material: lontar; 11 leaves, most with damaged edges, of four lines. Dimensions: 27.5 x 3 cm.                                                          View images from this file (24)                                    ","EAP280/1/1/9","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","""Lontar Ciburury VII, Kropak 26""","        Original title, date and creator unknown. Medium of original material: lontar; 35 leaves, several of which are broken, of four lines. Dimensions: 26 x 3 cm.                                                          View images from this file (74)                                    ","EAP280/1/1/10","1 file","Manuscript","File","Sundanese","Sundanese","15th century-17th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP280/EAP280_1_1_10/1.jp2/full/!600,300/0/default.jpg"
