"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Hakku Patra of Patam Rama Swamy [c 1800]","        Contributor / Caste / Performance: Patamvaru. Medium of original material: copper sheet square and rectangle. Description of material: The edge of upper part of copper plate is cut into cusp arch design. It contains the motifs of sun and moon to denote perpetuity, in the centre of the upper portion of the plate a Shivalinga, Nandi and Snake are engraved. Dimensions: length 31 cm, width 20 cm. The plate is donated by a villager named Mungonda Bhadraiah of Ajjaram Village. His relation P. Ramaswamy is unknown.                                                          View images from this file (2)                                    ","EAP201/1/1/1","2 TIFF images","Manuscript","File","Telugu","Telugu","c 1800","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Hakku Patra of Baindla Laxmaiah","        Contributor / Caste / Performance: Pambala. Medium of original material: Inscription on instrument.                                                          View images from this file (1)                                    ","EAP201/1/2/1","1 TIFF image","Document","File","Telugu","Telugu","17th century-19th cenutry","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_2_1/1.jp2/full/!600,300/0/default.jpg"
"3","Hakku Patra of Kadem Komuraiah [17th Century ]","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper sheet square and rectangle. Description of material: The edge of the upper part of the copper plate is cut into a cusp arch design with 11 curves. It contains the motifs of Shivalingam (God Shiva) and Nandis on both sides of the copper plate seen. On the front side are engraved letters, on the rear side of the plate there are sun and moon symbols with engraved letters. Dimensions: length 25 cm, width 20 cm, both sides of the plate are engraved with letters. No single inch of space is unwritten. There are 27 lines on the front side and 32 lines on the rear side of the plate. Thin letters and free hand style of writing is prominent. The details of donation and issuing of Hakku Patra institution is not known at present.                                                          View images from this file (2)                                    ","EAP201/1/3/1","2 TIFF images","Manuscript","File","Telugu","Telugu","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_1/1.jp2/full/!600,300/0/default.jpg"
"4","Hakku Patra of Siripati Pedda Poshalu [18th Century ]","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper sheet square and rectangle. Description of material: The upper part of the copper plate is cut into eleven cusp arch design. It contains motifs of Shivalinga (symbol of Shiva) and Nandis and Snake on both sides, on the front side letters are engraved. On the rear side of the plate are the sun and the moon. Dimensions: length 25 cm, width 20 cm, both side of the plate are engraved with letters. No single inch of space is unwritten. There are 27 lines on the front side and 32 lines on the rear side of the plate. Thin letters and free hand style of writing is prominent. The details of donation and issuing institution of Hakku Patra are not known at present.                                                          View images from this file (2)                                    ","EAP201/1/3/2","2 TIFF images","Manuscript","File","Telugu","Telugu","18th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_2/1.jp2/full/!600,300/0/default.jpg"
"5","Hakku Patra of Kadem Narasimha [17th Century ]","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper sheet square and rectangle. Description of material: The copper plate inscription certifies the right (Hakku) of ‘Kaatipaapalu’ community, a sub-ordinate caste of Maala/Madiga, to depend on and seek alms from Maala/Madiga community. Great part of this inscriptional text is all praise for Kaashi Viswanath/ an incarnation of Lord Siva. Dwelling much on greatness of Lord Siva, this inscription narrates that consequent to setting ablaze Manmatha, the God of love, a tear from the third eye of Lord Siva dropped in the burning pyre, so the “Katipaapadu’ was born, Lord Siva ordered him to execute the duty of watch dog of the Grave yard, and gave him a protection that nobody shall despise him, and every body shall love him as a son. This certificate further describes that the Kaatipaapadu be given a number of gifts viz., cow and calf, silver anklets, plate and pitcher, ear-rings and some coins too. He is entitled to take some belongings of the corpse – new cloth, golden bead put in the mouth etc., There is also a threat in this inscription that violators of the above norms will be cursed, those who abide by them will be blessed. The edge of the upper part of the copper plate has benn cut into 11 cusp arches. On front side there is a bird, village Goddess and Shivalingam and one Nandi is seen. On the Back side Moon and Sun and one Pillar before temple called Dwaja Stambam are seen.                                                          View images from this file (2)                                    ","EAP201/1/3/3","2 TIFF images","Manuscript","File","Telugu","Telugu","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_3/1.jp2/full/!600,300/0/default.jpg"
"6","Hakku Patra of Siripati Narasimha [17th Century ]","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper plate. Description of material: The edge of the upper part of the copper plate is cut into seven cusp arches. On front side are Sun and Moon, two Nandis, Shiva and serpent. Dimensions: height 28 cm, width 18 cm. It is mentioned in the Hakku Patra that women those help Katipapalu by providing the need has to give freely two coppers. Even a mother is not great than this convention. Mala caste must give one rupee and washer-man has to provide cloth. Begara is also has right to receive help from other communities. The family member of deceased should give one Varaha (coin) or a calf so that deceased person will get much punyam (heaven). No one should scold him, he is like our child.                                                          View images from this file (2)                                    ","EAP201/1/3/4","2 TIFF images","Manuscript","File","Telugu","Telugu","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_4/1.jp2/full/!600,300/0/default.jpg"
"7","Hakku Patra of Karre Ramachandram","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper plate.                                                          View images from this file (1)                                    ","EAP201/1/3/5","1 TIFF image","Manuscript","File","Telugu","Telugu","17th century-19th cenutry","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_5/1.jp2/full/!600,300/0/default.jpg"
"8","Hakku Patra of Patri Papaiah","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper clate and paper document.                                                          View images from this file (2)                                    ","EAP201/1/3/6","2 TIFF images","Document","File","Telugu","Telugu","17th century-19th cenutry","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_6/1.jp2/full/!600,300/0/default.jpg"
"9","Hakku Patra of Pastham Veeraswamy","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper plate.                                                          View images from this file (1)                                    ","EAP201/1/3/7","1 TIFF image","Manuscript","File","Telugu","Telugu","17th century-19th cenutry","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_7/1.jp2/full/!600,300/0/default.jpg"
"10","Hakku Patra of Kadem Venkanna","        Contributor / Caste / Performance: Katipapalu. Medium of original material: copper plate.                                                          View images from this file (1)                                    ","EAP201/1/3/8","1 TIFF image","Manuscript","File","Telugu","Telugu","17th century-19th cenutry","Access is for research purposes only.","https://images.eap.bl.uk/EAP201/EAP201_1_3_8/1.jp2/full/!600,300/0/default.jpg"
