"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Inner Mandapa Ceiling [17th Century]","        The Vasantha Mandapa at Alagarkoil accommodates beautiful paintings of the Ramayana story. The central small pavilion within this Mandapa portrays on its ceiling the paintings of Vishnu as Ananthasayi (reclining posture) accompanied by his consorts Sridevi and Bhudevi along with other Gods and Goddess with flowering celestial beings.                                                          View images from this file (1)                                    ","EAP692/1/1/1","1 TIFF image","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Alagar kovil Kallalagar Inner Mandapa Ceiling East [17th Century]","        The portion around the central small pavilion has the continuous narration of the Ramayana episodes. It begins from the north eastern side of the ceiling. The first scene depicts the Putra Komesti sacrifice done by Vasishta and Kalaikkottu rishi. Agni deva felt happy about the sacrifice and comes out of the fire with a bowl 'Amudhu'. The same has been distributed to the princesses of Dasaratha Kausalya and Sumitra and both of them again share their part and give it to Kaikeye the third princes and all the three conceived.                                                          View images from this file (45)                                    ","EAP692/1/1/2","45 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Alagar kovil Kallalagar Inner Mandapa Ceiling South [17th Century]","        The birth scenes of Rama, Lakshmana, Bharatha and Satrughna and their holy bath are shown in the inner mandapa ceiling south. The new borns are shown to Dasaratha followed by the distribution of sweets to the citizens. The children are little grown up their play, their sleep, the maids taking care of the kids and their learning with Vasishta rishi is depicted. Then Rama, Lakshmana, Bharatha and Satrughana are learning elephant, horse riding in addition learning the warrior methods such as bow and arrow. After Visvamitra approach Dasaratha to send his children to protect his sacrificial spot.                                                          View images from this file (48)                                    ","EAP692/1/1/3","48 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","Alagar kovil Kallalagar Inner Mandapa Ceiling West [17th Century]","        In the inner mandapa west ceiling the paintings portray the heroic acts of Rama and Lakshmana in order to protect the sacrificial spot (yaga) of Visvamitra from the destructive attitude of the demoness Tadathagai. Visvamitra giving arrows to Rama and the service of the Rama and his brothers to Visvamitra is drawn in this ceiling.                                                          View images from this file (36)                                    ","EAP692/1/1/4","36 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Alagar kovil Kallalagar Inner Mandapa Ceiling North [17th Century]","        The event of their move towards Mithila, warm welcome by the royal family and the citizens, Rama breaking the bow and the marriage of Rama with Sita are seen in the northern ceiling of the inner mandapa.                                                          View images from this file (42)                                    ","EAP692/1/1/5","42 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Alagar kovil Kallalagar Outer Mandapa Wall South [17th Century]","        The south wall of the outer mandapa there is continuous narration starts from the south eastern corner. Most of the paintings of the southern wall have been eroded and the remaining works depict the story of Rama’s departure to forest on the order of his father. It is continued by the scene of Dasaratha’s (Rama’s father) death.                                                          View images from this file (42)                                    ","EAP692/1/2/1","42 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_2_1/1.jp2/full/!600,300/0/default.jpg"
"7","Alagar kovil Kallalagar Outer Mandapa Wall West [17th Century]","        Minister sends a messenger to Bharatha.                                                          View images from this file (49)                                    ","EAP692/1/2/2","49 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_2_2/1.jp2/full/!600,300/0/default.jpg"
"8","Alagar kovil Kallalagar Outer Mandapa Wall North [17th Century]","        The northern wall of the outer mandapa is depicted by the scene of Ravana abducting Sita is depicted. Next to this is found the episode of Rama’s friendship with Sugriva and Hanuman and the killing of Vali by Rama.                                                          View images from this file (55)                                    ","EAP692/1/2/3","55 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_2_3/1.jp2/full/!600,300/0/default.jpg"
"9","Alagar kovil Kallalagar Outer Mandapa Wall East [17th Century]","        After the killing of Ravana the story again continued in the east wall of the outer mandapa. It narrates the episodes of Rama’s return to Ayothya along with Sita and Lakshmana. At Ayothya they were well received and blessed by the elders and public. The final depiction is that of Rama’s coronation. But it is very much eroded.                                                          View images from this file (33)                                    ","EAP692/1/2/4","33 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_2_4/1.jp2/full/!600,300/0/default.jpg"
"10","Alagar kovil Kallalagar Outer Mandapa Ceiling Northern Portion [17th Century]","        The Ramayana episodes are continued on the ceiling of the north eastern corner. It shows Hanuman’s visit to Lanka and his meeting with Sita and Ravana. The continuous scenes depict the stories of Rama’s war with Ravana and the latter’s death.                                                          View images from this file (96)                                    ","EAP692/1/3/1","96 TIFF images","Painting","File","Tamil","Tamil","17th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP692/EAP692_1_3_1/1.jp2/full/!600,300/0/default.jpg"
